Gene	Expression
MgIM767.02G175300	7.680871403011627
MgIM767.14G035700	7.670593276963887
MgIM767.04G010800	7.670567026878929
MgIM767.13G167500	7.670034967288838
MgIM767.03G114700	7.667509276803985
MgIM767.10G144600	7.666378928854916
MgIM767.14G016600	7.659098267079162
MgIM767.10G159400	7.658349413267406
MgIM767.11G033000	7.655418886611179
MgIM767.14G301500	7.6462836780646
MgIM767.03G128100	7.642573232367738
MgIM767.14G218400	7.636594008275689
MgIM767.14G054900	7.6357013861067635
MgIM767.11G116900	7.634993403131209
MgIM767.04G224800	7.634879873429135
MgIM767.12G111600	7.634518402554717
MgIM767.05G001300	7.632023566092263
MgIM767.08G038000	7.627453369001734
MgIM767.13G149400	7.627395902273105
MgIM767.05G016300	7.625387538269461
MgIM767.08G239600	7.624542456019927
MgIM767.14G109300	7.622041380377322
MgIM767.08G008700	7.621236590522853
MgIM767.04G044400	7.617618409924934
MgIM767.11G116200	7.616633426829967
MgIM767.12G051000	7.616373157639336
MgIM767.02G143000	7.61452821034498
MgIM767.06G054100	7.613979294743521
MgIM767.14G296600	7.612910142083846
MgIM767.05G026500	7.610306667450998
MgIM767.04G051900	7.608261503080324
MgIM767.04G001000	7.606919293575576
MgIM767.06G022600	7.606422247205036
MgIM767.10G046500	7.603376816274758
MgIM767.01G114900	7.602467724189666
MgIM767.14G184500	7.601332470016271
MgIM767.11G052600	7.595139506654508
MgIM767.02G115500	7.594820767489345
MgIM767.08G162000	7.594449148751766
MgIM767.14G270300	7.59426186661857
MgIM767.02G135600	7.593415009443702
MgIM767.14G257600	7.592552604678675
MgIM767.09G087300	7.592033528246594
MgIM767.14G306900	7.59120082814368
MgIM767.08G174500	7.589519183150561
MgIM767.07G033900	7.586225639722491
MgIM767.10G066600	7.585039278337995
MgIM767.03G100800	7.582682727475082
MgIM767.12G066100	7.582661483050537
MgIM767.04G218400	7.58141584228064
MgIM767.02G012000	7.581358796237617
MgIM767.08G029800	7.581265108141273
MgIM767.13G093900	7.580861430880514
MgIM767.06G133300	7.574367614652071
MgIM767.13G142400	7.573657576667477
MgIM767.08G035500	7.573056379836592
MgIM767.04G004700	7.572783580471621
MgIM767.04G083600	7.568289957866943
MgIM767.08G099900	7.5663656091544995
MgIM767.13G081900	7.566186562167398
MgIM767.04G135000	7.56362755212436
MgIM767.12G104300	7.56305560247546
MgIM767.04G005400	7.55931266881433
MgIM767.05G005100	7.55734399073282
MgIM767.14G089300	7.554270822198668
MgIM767.08G232100	7.554037839825405
MgIM767.10G040600	7.552817104445192
MgIM767.05G111000	7.5495022296724255
MgIM767.08G041900	7.54927056901256
MgIM767.02G068000	7.545629744730232
MgIM767.12G057200	7.544045932734459
MgIM767.03G008100	7.543008556977525
MgIM767.08G006300	7.541012135367209
MgIM767.08G184400	7.535976506805694
MgIM767.10G104800	7.535729238295089
MgIM767.14G251800	7.53449608542982
MgIM767.04G189700	7.530762805384589
MgIM767.13G155900	7.530103684883933
MgIM767.02G173100	7.524734004892677
MgIM767.10G155300	7.522727173603091
MgIM767.02G094200	7.518981896082159
MgIM767.08G068900	7.518489788057692
MgIM767.04G126200	7.5155068293015805
MgIM767.04G090100	7.512849954416633
MgIM767.11G122600	7.512764084287901
MgIM767.03G068600	7.512149820369107
MgIM767.03G114300	7.508050215808377
MgIM767.07G049900	7.5077977447004605
MgIM767.04G227200	7.50759757060398
MgIM767.11G080000	7.507499065185025
MgIM767.11G008400	7.505887886757736
MgIM767.09G079000	7.504548668027195
MgIM767.03G083100	7.504251408788889
MgIM767.04G072900	7.503595106003465
MgIM767.04G199100	7.501383440535849
MgIM767.02G099700	7.5000580230250256
MgIM767.01G019700	7.497606341704848
MgIM767.10G101700	7.495646399853421
MgIM767.14G224400	7.49479041957769
MgIM767.12G103400	7.491338848201854
MgIM767.04G017100	7.491003150842829
MgIM767.05G140500	7.487027148532171
MgIM767.14G248500	7.486834176675957
MgIM767.01G066800	7.481325484516585
MgIM767.07G024000	7.479763945183773
MgIM767.03G017000	7.478388842391508
MgIM767.14G081700	7.476667257994162
MgIM767.05G059200	7.474601711700147
MgIM767.03G037600	7.473945458165993
MgIM767.01G039200	7.469506097022563
MgIM767.14G167300	7.469391201860392
MgIM767.14G087900	7.468200431546435
MgIM767.11G108500	7.467854729534991
MgIM767.12G108700	7.465805585055433
MgIM767.03G012900	7.461803601135156
MgIM767.02G053500	7.460649834710379
MgIM767.06G040300	7.45932156790754
MgIM767.10G081800	7.458907066211134
MgIM767.14G155800	7.458882339632713
MgIM767.06G099500	7.457308854390217
MgIM767.03G060900	7.457267329602492
MgIM767.13G015400	7.456451554900767
MgIM767.13G129600	7.456091052090485
MgIM767.09G069500	7.4545194311129155
MgIM767.10G113500	7.453924122326017
MgIM767.11G011900	7.452482338427603
MgIM767.14G013700	7.449640520945556
MgIM767.05G132400	7.446765740634818
MgIM767.12G033700	7.446515421644091
MgIM767.06G035600	7.446077289061034
MgIM767.05G058400	7.445899629755733
MgIM767.01G080700	7.445082777494377
MgIM767.10G023100	7.445074224953472
MgIM767.06G108200	7.444856068205061
MgIM767.05G142000	7.444571712677494
MgIM767.03G065800	7.442348723138286
MgIM767.14G218700	7.436554868825016
MgIM767.11G066500	7.434169556322009
MgIM767.14G022600	7.433113436862228
MgIM767.14G087000	7.430858915663015
MgIM767.08G175000	7.429498483470507
MgIM767.05G081300	7.42594266258829
MgIM767.12G100700	7.424019446522671
MgIM767.04G111400	7.424010177218609
MgIM767.04G066500	7.4236190037605505
MgIM767.08G183200	7.419470984196613
MgIM767.11G135500	7.416401837702646
MgIM767.03G097100	7.413305808602341
MgIM767.14G254200	7.412309951603173
MgIM767.01G019300	7.411697429467507
MgIM767.02G094900	7.40625195313261
MgIM767.05G134700	7.404193964747911
MgIM767.04G050600	7.402941566792519
MgIM767.02G150300	7.400587838860353
MgIM767.02G056800	7.399506322467614
MgIM767.01G042800	7.393952150026534
MgIM767.10G025700	7.393574989556757
MgIM767.13G126200	7.3924195429635
MgIM767.09G052700	7.387424509972644
MgIM767.03G115700	7.387383411266969
MgIM767.07G016800	7.383610166759667
MgIM767.13G000900	7.383592284142934
MgIM767.05G023600	7.383462011604579
MgIM767.08G093600	7.380543056089299
MgIM767.14G205900	7.380510489015061
MgIM767.13G191700	7.380127490552169
MgIM767.11G037000	7.379979118123735
MgIM767.09G105700	7.376849172138892
MgIM767.04G094000	7.376025422136037
MgIM767.07G007100	7.372356243543461
MgIM767.10G128500	7.372171486837917
MgIM767.10G030500	7.370900990479162
MgIM767.05G027500	7.370364712240643
MgIM767.03G113600	7.366118632686793
MgIM767.03G089300	7.363728017261512
MgIM767.14G013400	7.362840973159824
MgIM767.02G144700	7.360706367078349
MgIM767.13G061100	7.35517390625022
MgIM767.12G121900	7.354975208187099
MgIM767.13G106500	7.351580070907925
MgIM767.08G065700	7.348418965749082
MgIM767.11G061300	7.343856653466003
MgIM767.07G003500	7.341085469943761
MgIM767.07G087800	7.340335140187571
MgIM767.01G071300	7.339726159089354
MgIM767.14G056800	7.339442958660498
MgIM767.10G036000	7.338796658784201
MgIM767.04G134600	7.338374416194803
MgIM767.01G013700	7.330240070287023
MgIM767.14G260600	7.330067731960637
MgIM767.08G023500	7.329367040816686
MgIM767.01G020800	7.32299264225944
MgIM767.08G038600	7.319156485335653
MgIM767.12G011700	7.315090593087087
MgIM767.13G154900	7.314772793490153
MgIM767.14G092400	7.313953493612986
MgIM767.02G039700	7.309630682053286
MgIM767.11G101100	7.30892399650163
MgIM767.14G038700	7.301600547679226
MgIM767.04G204200	7.299817439611657
MgIM767.02G166500	7.297557031034871
MgIM767.04G025700	7.291590264250151
MgIM767.03G035500	7.291525622417868
MgIM767.11G112300	7.288268091568928
MgIM767.08G136000	7.288128889885376
MgIM767.05G131800	7.287072151688904
MgIM767.12G144300	7.286903197735698
MgIM767.14G318500	7.285364107898554
MgIM767.06G098100	7.285308036250258
MgIM767.02G173800	7.284168615979624
MgIM767.08G048900	7.283955096703026
MgIM767.12G150700	7.280706611580101
MgIM767.14G015300	7.28056930202767
MgIM767.01G003300	7.278031386832008
MgIM767.01G106300	7.277885339040295
MgIM767.12G119300	7.276944626212872
MgIM767.13G172100	7.275431508502912
MgIM767.02G100500	7.272815848219229
MgIM767.13G128800	7.271951136293547
MgIM767.06G018700	7.271742575461472
MgIM767.05G001000	7.27078308528852
MgIM767.12G011900	7.266564573139299
MgIM767.06G013000	7.264646995146395
MgIM767.03G101300	7.263656679535074
MgIM767.13G166100	7.261084157019136
MgIM767.08G029000	7.257251980580933
MgIM767.08G000300	7.256012697098537
MgIM767.07G051800	7.252745603457255
MgIM767.10G027200	7.24945995042767
MgIM767.06G138200	7.248202030635174
MgIM767.14G274100	7.247323355216351
MgIM767.07G010800	7.246749897802585
MgIM767.12G137600	7.246385959467198
MgIM767.12G134200	7.246350900613746
MgIM767.13G160600	7.246025334934671
MgIM767.11G032600	7.244940142595293
MgIM767.02G064300	7.244855588499434
MgIM767.14G180700	7.24372552779645
MgIM767.11G016900	7.242106966064089
MgIM767.12G113500	7.2417762106782515
MgIM767.04G037100	7.240833634373649
MgIM767.14G120900	7.239926759208883
MgIM767.01G027400	7.238527958624847
MgIM767.13G083600	7.238455984337458
MgIM767.11G042000	7.235011668454653
MgIM767.02G009800	7.233938725311614
MgIM767.05G121100	7.232247660493866
MgIM767.04G029100	7.230534021285739
MgIM767.06G050000	7.226045153037947
MgIM767.14G152300	7.224369320222715
MgIM767.09G087900	7.223582472420216
MgIM767.07G050300	7.217931305824142
MgIM767.05G071800	7.216797944539021
MgIM767.09G033500	7.215628400972542
MgIM767.10G127600	7.2146371926565775
MgIM767.08G123600	7.212946129062732
MgIM767.13G121700	7.212247907540026
MgIM767.11G023700	7.209731813143264
MgIM767.14G255100	7.209055499476871
MgIM767.12G126900	7.2081640708463635
MgIM767.02G112100	7.206211190691792
MgIM767.04G184600	7.205744004142794
MgIM767.05G101200	7.201675831099584
MgIM767.09G112500	7.200291608927209
MgIM767.03G107700	7.199955441392999
MgIM767.12G107500	7.198911921453986
MgIM767.13G041100	7.198141859331714
MgIM767.10G052500	7.195630753431628
MgIM767.12G153500	7.1897231043311685
MgIM767.02G143200	7.189368330814907
MgIM767.10G089600	7.187570238638823
MgIM767.02G015000	7.186719636481604
MgIM767.03G105700	7.184766709953924
MgIM767.11G073200	7.182095287362922
MgIM767.04G207900	7.1810745947809655
MgIM767.14G177900	7.180762214014203
MgIM767.03G024100	7.18014560069041
MgIM767.11G111200	7.178000890784289
MgIM767.14G033500	7.176783696559987
MgIM767.12G160800	7.1764773042327885
MgIM767.04G183200	7.175188613453947
MgIM767.01G049300	7.174061665511423
MgIM767.04G209200	7.172977810019118
MgIM767.02G048300	7.172821613877114
MgIM767.10G049600	7.169409621271412
MgIM767.14G320000	7.169237437126409
MgIM767.14G286100	7.168198314867109
MgIM767.01G099900	7.166437236519578
MgIM767.10G159700	7.161567009975458
MgIM767.07G068500	7.160242751345723
MgIM767.09G105400	7.159044003435042
MgIM767.11G011200	7.155269284096705
MgIM767.02G134100	7.149968656383691
MgIM767.11G092800	7.145897974391124
MgIM767.14G295500	7.1434661485272
MgIM767.02G152200	7.140593234058432
MgIM767.14G015800	7.139599127385626
MgIM767.12G103600	7.139101538078567
MgIM767.11G068700	7.139042979599369
MgIM767.08G039200	7.138307785883288
MgIM767.02G035400	7.136209501388522
MgIM767.04G194900	7.133528477215446
MgIM767.06G114000	7.133363878505967
MgIM767.06G109300	7.131065262089485
MgIM767.01G073900	7.130406679757427
MgIM767.08G148700	7.128622291705191
MgIM767.12G104800	7.128411442467386
MgIM767.02G001200	7.1281275080407855
MgIM767.11G135200	7.127420797563164
MgIM767.09G025300	7.127205724685571
MgIM767.02G128300	7.126745868311431
MgIM767.06G140200	7.114393985396319
MgIM767.10G179300	7.112768607684427
MgIM767.03G002800	7.112393968404568
MgIM767.08G020600	7.110356623573841
MgIM767.03G024900	7.106704845988936
MgIM767.14G321400	7.104210936818206
MgIM767.12G093300	7.104086823181971
MgIM767.05G072500	7.103580249197715
MgIM767.02G156600	7.101105946085169
MgIM767.12G150100	7.101066798215567
MgIM767.11G097500	7.100149628127513
MgIM767.07G002800	7.099759262767384
MgIM767.13G059800	7.09748724851114
MgIM767.14G191300	7.0972201293229285
MgIM767.09G015100	7.096674728904005
MgIM767.06G117700	7.095775111059481
MgIM767.07G002700	7.095296499485795
MgIM767.13G115700	7.093612705906838
MgIM767.12G005100	7.093081421207899
MgIM767.13G104700	7.086375012721796
MgIM767.13G032600	7.083279603111047
MgIM767.06G162700	7.083108562966819
MgIM767.02G050400	7.078836257216072
MgIM767.02G041800	7.07849522424723
MgIM767.10G003700	7.078126303071037
MgIM767.14G186000	7.077801134919339
MgIM767.13G042800	7.0770588029636565
MgIM767.04G011000	7.07515559951453
MgIM767.13G016600	7.074492494561687
MgIM767.08G188700	7.072454271067627
MgIM767.06G140400	7.071880714953567
MgIM767.14G181400	7.070373639407889
MgIM767.11G065000	7.070083312164137
MgIM767.06G063100	7.068859978787795
MgIM767.01G095100	7.068038555450999
MgIM767.13G028700	7.067310422658425
MgIM767.12G115400	7.062442367599815
MgIM767.06G099400	7.060968253123558
MgIM767.14G100600	7.060902855240556
MgIM767.03G003600	7.060902413055233
MgIM767.04G002000	7.058548095784952
MgIM767.02G092600	7.0583923163282885
MgIM767.14G136600	7.054626250652198
MgIM767.13G030100	7.053586138727206
MgIM767.01G092200	7.053372246192428
MgIM767.13G031100	7.050593882620007
MgIM767.13G098100	7.04987708496398
MgIM767.12G099000	7.049603056067701
MgIM767.08G051600	7.046110878218998
MgIM767.08G187500	7.045210630028627
MgIM767.06G007300	7.042594787948665
MgIM767.10G037400	7.039049023589901
MgIM767.13G179200	7.038507914343688
MgIM767.07G030300	7.0382055020405145
MgIM767.14G146100	7.03564444386443
MgIM767.03G100500	7.031355037635391
MgIM767.04G131800	7.030493410503056
MgIM767.11G119000	7.030049840823786
MgIM767.14G136400	7.028844374409997
MgIM767.11G112100	7.028803609782031
MgIM767.10G049400	7.027811327210476
MgIM767.10G150100	7.026536422523911
MgIM767.04G119400	7.026379261089416
MgIM767.02G008000	7.025396861576585
MgIM767.13G104100	7.025275711813093
MgIM767.05G091900	7.023879450496664
MgIM767.02G126300	7.020590117978725
MgIM767.11G036500	7.017834183705945
MgIM767.12G114500	7.013923715528887
MgIM767.06G167200	7.011654410495912
MgIM767.06G026000	7.008774568237322
MgIM767.02G076500	7.008395403439168
MgIM767.07G059000	7.007207171042025
MgIM767.09G059700	7.001586450514912
MgIM767.12G134800	6.99714605316839
MgIM767.01G047600	6.996988658135363
MgIM767.03G001200	6.996566378133087
MgIM767.07G015700	6.994851376540792
MgIM767.12G122200	6.994344028002396
MgIM767.01G111300	6.989899812575215
MgIM767.14G050500	6.989293250178761
MgIM767.05G111300	6.988360239638298
MgIM767.13G156000	6.98648181582381
MgIM767.04G148200	6.985865211570874
MgIM767.07G021100	6.984737313065971
MgIM767.03G053100	6.983406338194682
MgIM767.06G179700	6.980107863575606
MgIM767.08G040700	6.97853838253733
MgIM767.14G116700	6.97829980558041
MgIM767.12G081900	6.975402148538101
MgIM767.11G112800	6.974364535787467
MgIM767.10G022400	6.973504223219156
MgIM767.13G107000	6.973089144051896
MgIM767.04G045900	6.972411547151849
MgIM767.14G270800	6.97206513055986
MgIM767.04G228600	6.971784102910798
MgIM767.14G243600	6.971281935057573
MgIM767.07G038200	6.966652735485462
MgIM767.04G213000	6.964881624595333
MgIM767.13G118300	6.961692214847601
MgIM767.11G044000	6.960181416090408
MgIM767.03G110500	6.960044184853689
MgIM767.14G276000	6.9587976404383785
MgIM767.08G076900	6.955216871840495
MgIM767.11G037300	6.953433165245688
MgIM767.14G195700	6.953262780413243
MgIM767.10G065500	6.951418295619398
MgIM767.10G033300	6.948808893041868
MgIM767.14G021500	6.948333902222796
MgIM767.14G166000	6.945804511220891
MgIM767.12G014200	6.94508919645781
MgIM767.10G128200	6.940609301150786
MgIM767.14G311800	6.938306702275769
MgIM767.08G232500	6.937919980442315
MgIM767.08G005700	6.932180037336488
MgIM767.08G005000	6.930076215765442
MgIM767.03G128300	6.927885513415334
MgIM767.04G190000	6.926959945355155
MgIM767.03G101100	6.92184678853492
MgIM767.04G125000	6.921211027929252
MgIM767.06G171400	6.9136968072799805
MgIM767.06G190500	6.908044407339807
MgIM767.14G014500	6.905927635276829
MgIM767.13G077800	6.904775025033453
MgIM767.14G108600	6.901215598111971
MgIM767.01G017500	6.900644084457654
MgIM767.14G284300	6.899784383898786
MgIM767.08G164300	6.895698624464924
MgIM767.08G215000	6.894782644231088
MgIM767.14G197000	6.891301596492216
MgIM767.14G181300	6.890349226413173
MgIM767.14G058300	6.890213053857876
MgIM767.08G149800	6.889399522197059
MgIM767.14G090700	6.888691000594881
MgIM767.04G136700	6.8824480041993485
MgIM767.14G180400	6.881671029665992
MgIM767.14G050400	6.878072271033688
MgIM767.10G008400	6.877741714419281
MgIM767.08G003800	6.8718906465833
MgIM767.08G012100	6.87040630107314
MgIM767.14G220800	6.86642077213652
MgIM767.10G023800	6.865812912480257
MgIM767.11G097600	6.86276830808619
MgIM767.11G103000	6.86066418553
MgIM767.04G175700	6.860483363333232
MgIM767.10G064400	6.860317252957527
MgIM767.09G112200	6.860033621853487
MgIM767.03G056400	6.857289446546256
MgIM767.01G068100	6.857130445149889
MgIM767.08G131200	6.852751536096937
MgIM767.02G030200	6.850307477368865
MgIM767.06G048700	6.8482694518557325
MgIM767.13G034600	6.838008290824381
MgIM767.07G007800	6.833854725883914
MgIM767.06G020800	6.833584920217355
MgIM767.06G064000	6.832905921645307
MgIM767.14G013000	6.831330602188269
MgIM767.02G141100	6.830864327978527
MgIM767.08G077100	6.829995406054493
MgIM767.04G041200	6.829486261316027
MgIM767.11G001800	6.827227410935541
MgIM767.01G031000	6.826532675488936
MgIM767.01G019100	6.826516342923406
MgIM767.06G102300	6.82627971432346
MgIM767.10G059500	6.821294779586704
MgIM767.14G069500	6.820943934812354
MgIM767.14G151100	6.820863158503839
MgIM767.07G038900	6.819902785515953
MgIM767.07G070500	6.818736518740184
MgIM767.04G061200	6.818172813302339
MgIM767.06G043200	6.814642206314054
MgIM767.08G004300	6.811198441111
MgIM767.03G089000	6.810733268997818
MgIM767.02G014900	6.806574683066235
MgIM767.01G112300	6.803413333295052
MgIM767.11G098200	6.8032233177037655
MgIM767.08G120100	6.802218137089658
MgIM767.04G036900	6.800310374206852
MgIM767.05G045100	6.79813464445199
MgIM767.14G132300	6.796900598761315
MgIM767.04G181400	6.795261967732973
MgIM767.06G124500	6.794941008286663
MgIM767.06G184200	6.790658805288423
MgIM767.04G196800	6.790450928111156
MgIM767.08G056300	6.7899157517052044
MgIM767.05G040800	6.789459867762657
MgIM767.06G056800	6.78704011073035
MgIM767.12G142400	6.786081794853304
MgIM767.02G159600	6.784842385250737
MgIM767.06G123100	6.784450994471157
MgIM767.01G007300	6.782993906479167
MgIM767.05G136500	6.7828743014787065
MgIM767.13G055100	6.782078362131208
MgIM767.11G109500	6.7815654319977785
MgIM767.11G067600	6.778521623065188
MgIM767.02G057800	6.773297210230578
MgIM767.12G076700	6.768535979244541
MgIM767.02G139200	6.766092417480084
MgIM767.03G093500	6.766022128533693
MgIM767.08G206500	6.763029553783507
MgIM767.14G238300	6.760974420244259
MgIM767.01G023400	6.758853690181214
MgIM767.08G138100	6.757365246175966
MgIM767.09G091700	6.752688945249911
MgIM767.11G041700	6.75039635850111
MgIM767.12G071600	6.749719070536516
MgIM767.07G017900	6.747942731762818
MgIM767.02G177700	6.746020817291194
MgIM767.08G161800	6.745033414395224
MgIM767.14G023900	6.743253041123023
MgIM767.12G016600	6.743056877313868
MgIM767.02G065100	6.740012054722623
MgIM767.12G020400	6.739843827143438
MgIM767.06G179600	6.73504469900433
MgIM767.11G032200	6.734762581680107
MgIM767.13G134400	6.732989757022916
MgIM767.12G073200	6.732067334905789
MgIM767.13G148800	6.7315212027266815
MgIM767.02G145100	6.731448857011497
MgIM767.12G132500	6.727769129628127
MgIM767.14G177400	6.726556876486117
MgIM767.04G012000	6.724576073518637
MgIM767.08G222900	6.724323999551931
MgIM767.01G070600	6.718995687021244
MgIM767.14G216400	6.714435403246156
MgIM767.01G028500	6.711816347591832
MgIM767.10G147300	6.711637455642788
MgIM767.09G031400	6.711263371373231
MgIM767.05G122100	6.7097547853431445
MgIM767.03G119200	6.706016966402839
MgIM767.05G106300	6.703885199146191
MgIM767.04G164400	6.701653529817616
MgIM767.04G204400	6.700717121500963
MgIM767.12G153000	6.699571047557862
MgIM767.02G177500	6.696282108049148
MgIM767.04G017700	6.694762892316465
MgIM767.04G114300	6.692422508502989
MgIM767.05G111700	6.690043251184325
MgIM767.05G137000	6.689118043154924
MgIM767.14G246700	6.688765046567548
MgIM767.12G177000	6.685428184221801
MgIM767.12G129500	6.684985838719529
MgIM767.14G276900	6.684636423953092
MgIM767.14G017100	6.683563733338571
MgIM767.10G023500	6.6832934838936495
MgIM767.04G217700	6.681734205010756
MgIM767.11G004500	6.681227234856086
MgIM767.06G039500	6.6765634283468485
MgIM767.12G002700	6.674333881228671
MgIM767.06G136600	6.673506674464368
MgIM767.08G195200	6.672610736301532
MgIM767.12G119000	6.671182067121985
MgIM767.04G029000	6.6711713190945705
MgIM767.08G033600	6.669735177319183
MgIM767.07G067000	6.669273464168228
MgIM767.10G039400	6.668972934754486
MgIM767.05G112600	6.659756631925011
MgIM767.05G130200	6.658047759469247
MgIM767.05G101400	6.657738711882173
MgIM767.11G074200	6.65140516418893
MgIM767.03G117500	6.651197629040466
MgIM767.10G077500	6.649998740367434
MgIM767.14G029200	6.649095185809451
MgIM767.06G042800	6.648501530683648
MgIM767.03G121100	6.648488181579354
MgIM767.07G075400	6.647301907607077
MgIM767.11G131100	6.646408626931924
MgIM767.14G185500	6.644384062134538
MgIM767.03G009100	6.643672773626359
MgIM767.11G083400	6.641632161318521
MgIM767.06G013200	6.637685056098244
MgIM767.10G061700	6.636439188370726
MgIM767.02G136700	6.6359002862492025
MgIM767.14G035800	6.631770332205081
MgIM767.08G227800	6.627178580904584
MgIM767.11G062500	6.625328740757261
MgIM767.08G053600	6.623720357451757
MgIM767.08G054800	6.62291665080184
MgIM767.14G091600	6.619473047318471
MgIM767.14G187100	6.617743806629709
MgIM767.08G139500	6.615807369569819
MgIM767.14G270200	6.615571595875468
MgIM767.05G035700	6.615452721471964
MgIM767.07G034800	6.614537875164008
MgIM767.11G033500	6.614281438171309
MgIM767.05G135400	6.608812712184603
MgIM767.06G056500	6.60844197228967
MgIM767.13G118400	6.607890733980337
MgIM767.14G008700	6.60731986392787
MgIM767.02G020200	6.606195210922063
MgIM767.14G124600	6.604401397218689
MgIM767.01G019200	6.60397906621441
MgIM767.14G208300	6.603915473161774
MgIM767.09G036600	6.60054333198208
MgIM767.14G266000	6.597905391383921
MgIM767.09G078300	6.596597257319519
MgIM767.14G320300	6.595471565189888
MgIM767.14G023000	6.593990837620304
MgIM767.06G182600	6.59249211794517
MgIM767.14G106800	6.591113273603429
MgIM767.08G000800	6.59088342527456
MgIM767.14G282600	6.58862031570557
MgIM767.01G019400	6.582436286295154
MgIM767.12G016400	6.582091291173088
MgIM767.11G071700	6.581206586861211
MgIM767.13G109500	6.579872079978919
MgIM767.06G112000	6.579650297051998
MgIM767.08G219800	6.574597343771961
MgIM767.03G017300	6.571180933389614
MgIM767.03G096300	6.564813774496841
MgIM767.05G125000	6.560739190174336
MgIM767.14G164300	6.559882113911054
MgIM767.12G032200	6.559576489935361
MgIM767.09G008000	6.559013199122584
MgIM767.02G079200	6.558395783274604
MgIM767.01G020500	6.557623314476361
MgIM767.14G042500	6.555104939109564
MgIM767.01G069900	6.554059999083517
MgIM767.04G225200	6.553892870045038
MgIM767.01G017400	6.552885819425891
MgIM767.13G020000	6.551263389648415
MgIM767.01G022300	6.550136107961999
MgIM767.02G048400	6.54756587646192
MgIM767.09G034300	6.546877372861647
MgIM767.02G099900	6.545602158381773
MgIM767.11G062200	6.545377249292463
MgIM767.09G106000	6.544278859196763
MgIM767.14G058600	6.542838169453511
MgIM767.09G111900	6.541949284156862
MgIM767.14G198200	6.539835812483532
MgIM767.03G078100	6.537581782250677
MgIM767.05G097900	6.53538775839508
MgIM767.06G166400	6.535150354181715
MgIM767.09G016300	6.533423592893064
MgIM767.12G129400	6.533090422589369
MgIM767.12G008300	6.531182118010394
MgIM767.05G002900	6.528492734722694
MgIM767.11G041800	6.528247032613344
MgIM767.13G031300	6.527274541311736
MgIM767.13G121900	6.523846395745501
MgIM767.08G110400	6.5201091041105625
MgIM767.11G045500	6.519038865203861
MgIM767.04G125200	6.51823233140652
MgIM767.11G042300	6.516018599782623
MgIM767.01G047700	6.515187799270927
MgIM767.14G074800	6.51509814857463
MgIM767.06G192300	6.5118424320619495
MgIM767.10G135500	6.51140424531084
MgIM767.05G129300	6.507864104239168
MgIM767.08G080800	6.50669669826038
MgIM767.03G031300	6.506575824112828
MgIM767.06G140300	6.506130863978823
MgIM767.02G126100	6.505206432365074
MgIM767.14G246400	6.503980902660878
MgIM767.08G053000	6.502234302327545
MgIM767.10G114100	6.499709458373403
MgIM767.03G021300	6.49631734940092
MgIM767.04G180800	6.492908822264677
MgIM767.02G035100	6.492741034204617
MgIM767.02G166000	6.490788842118977
MgIM767.14G215000	6.487323564320022
MgIM767.13G104500	6.485427116004919
MgIM767.04G141400	6.478069879879117
MgIM767.02G104300	6.468896518214279
MgIM767.10G149300	6.467829910114719
MgIM767.03G100600	6.465423049830583
MgIM767.02G178300	6.464802880379975
MgIM767.07G022100	6.464214187152706
MgIM767.12G167800	6.46359673638628
MgIM767.06G021300	6.463589329843423
MgIM767.11G013900	6.460801005012829
MgIM767.08G142700	6.457612614453213
MgIM767.06G018200	6.452758469824118
MgIM767.06G189800	6.451303455512581
MgIM767.02G092300	6.44915285726105
MgIM767.02G072200	6.444902644176518
MgIM767.05G031600	6.444150342785267
MgIM767.12G098500	6.443713087410259
MgIM767.12G008400	6.442317483091326
MgIM767.11G104500	6.441101985228857
MgIM767.07G102700	6.437184988225523
MgIM767.01G015700	6.430325629319035
MgIM767.14G008300	6.429644439529087
MgIM767.12G147700	6.428780739366031
MgIM767.10G108900	6.426991213383587
MgIM767.04G081200	6.426838978650856
MgIM767.12G028600	6.426155607972341
MgIM767.09G074400	6.425800325966224
MgIM767.14G250200	6.425503966877445
MgIM767.06G050800	6.4239894437509895
MgIM767.05G131500	6.423058464200159
MgIM767.10G145900	6.420164124822671
MgIM767.02G165000	6.416203968258326
MgIM767.14G018000	6.41584016767105
MgIM767.06G091800	6.415226606049015
MgIM767.03G099800	6.414939251080747
MgIM767.10G168100	6.412506927271686
MgIM767.11G051600	6.409048944867245
MgIM767.11G070600	6.404546231844631
MgIM767.12G122500	6.4022786854777545
MgIM767.08G076500	6.400615831776611
MgIM767.13G092900	6.397764122514078
MgIM767.03G001800	6.397525433878685
MgIM767.04G105300	6.3967584282902346
MgIM767.04G021400	6.396151515383195
MgIM767.14G052200	6.39583912233334
MgIM767.03G047100	6.395340346367482
MgIM767.08G031000	6.393678093003051
MgIM767.04G183000	6.3925541687586485
MgIM767.01G002300	6.388013108989518
MgIM767.12G177800	6.387443952884472
MgIM767.06G119000	6.383975450756943
MgIM767.14G061300	6.383103768994975
MgIM767.12G180700	6.3821002543502585
MgIM767.08G026400	6.378714906312469
MgIM767.12G009200	6.3773100018571975
MgIM767.01G075200	6.372705852543189
MgIM767.10G057200	6.372080209926256
MgIM767.14G015900	6.371746824114566
MgIM767.06G008600	6.370524939491375
MgIM767.06G076900	6.368823272144193
MgIM767.04G132900	6.364959452794692
MgIM767.09G014200	6.364367541312462
